tweet,username,hash-tags,Date,Day,tweet_id,likes,retweets,polarity
Can’t #Assam Govt learn from the example of #AAP Govt in Delhi Remember Assam had best Govt schools whose credibility has now been systematically eroded #CBSEClass10Results #AssamGovtSchools #SEBA,parama_hazarika,"['Assam', 'AAP', 'CBSEClass10Results', 'AssamGovtSchools', 'SEBA']",2019-05-07,Tue,1125684421607116800,0,0,1.0
Take Money from other Parties But vote for AAP Kejriwal TV INDIA LIVE,TILLucknowExp,[],2019-05-07,Tue,1125684419522641921,0,0,0.005681818181818178
Atishi will AAP also treat Muslims as just a pliant fearful votebank asks Umar Khalid,iamathar,[],2019-05-07,Tue,1125684375331508224,0,0,-0.9
AAP releases manifestos for two constituencies,newssummeduphq,[],2019-05-07,Tue,1125684231508676608,0,0,0.0
When a complete looser claims to be a politician and an economist he becomes pain for the nation.,Vaibhav_AAP,[],2019-05-07,Tue,1125684213162766336,2,1,0.1
Shared by Indian Express android app click here to download,AMITNEW,[],2019-05-07,Tue,1125684193608921088,0,0,0.0
People must judge analyse and assess AAP for its vision delivery governance and good start in education health in Delhi AAP is all about working for poor under privileged and labours.,MaheshS22041975,[],2019-05-07,Tue,1125684114282156037,0,0,0.14999999999999994
ED attaches Rs 1.4 crore assets of AAP minister Kailash Gahlot’s brother,htTweets,[],2019-05-07,Tue,1125684046606942208,10,2,0.0
_sharma Madam focus kaha hai aap narrative kaha le ja rhi hai khair yhi to kaam hai ek political manipulator ka good job keep doing because you are answerable to Hindus atleast that's what you think but some people are answerable to the nation Wo godse ji wala yaad hai na episode,cassanova_steel,[],2019-05-07,Tue,1125683957759000577,0,0,0.35
AAP National Convenor and Delhi CM addressing the massive gathering in Hisar Haryana,AamAadmiParty,[],2019-05-07,Tue,1125683940063211520,73,19,0.0
Massive Crowd gathers in Hisar Haryana for AAP-JJP's joint rally. AAP National Convenor and Delhi CM ArvindKejriwal along with JJP Leader and MP Dchautala will be addressing the crowd soon (#AAP),AbhiArchive,['AAP'],2019-05-07,Tue,1125683883423555584,0,0,0.0
